1,74efa140e08d865ff0171b84749d3d4d,250a10a037b0c1774d71690d18bd177f,1941-12-23,ricardo7199@ua.pt,Ricardo,Rua Loreto 7,1247-507
2,95c28535c5672130854c504b15f27615,ed61b162f9b7d8cc7fc825d7242e7032,1996-12-25,fiona3627@ua.pt,Fiona,Travessa Pombal 78,6789-378
3,3ffc6b5623ef9a6b6471584f0cfb5492,44d723251d0d3c70e10cd75008168058,1946-11-09,amalia7385@hotmail.com,Amalia,Rua Índia 32,9623-388
4,41c2c8f587c3ac283671b84786977660,763587df716229f30eade155c1dd1f19,1971-06-09,jeronimo1445@ua.pt,Jeronimo,R Nossa Senhora Graça 15,3670-639
5,f6b9f05e5f68f6e87f452916d8db1d30,a3eaf1168c420978e1730a4b487e2ba7,1971-04-26,dora5032@sapo.pt,Dora,R Damião Góis 118,2051-524
6,5f0249a3ba837815252e6040bfb8e960,850e29c9e94f8aca99bed21aa6afe24e,1997-11-17,horacio389@ua.pt,Horacio,Rua Caldeirão 52,8948-240
7,e6d1f30f5f5c8a12e3991b083f96d116,6e2ae7a48fe26a80b1cf5440cb138c4c,1950-04-04,amalia9025@sapo.pt,Amalia,R São Domingos 114,6344-144
8,ae276ab4151496e618b64bdaa186cd3e,335c67965dd28ca252f6544bfa084cbc,1971-08-15,horacio7353@outlook.pt,Horacio,R Comércio Porto 14,9507-718
9,01bbe55d42f3887195d778c7e1a696b5,ed4a98205799b1aab58cbef59f16bb91,1961-01-19,fabia655@gmail.com,Fabia,Rua Comandante Henrique Brito 96,4824-609
10,d2722727e0f2f649a92e5d703e1db1d0,bf79759e0f2a87faa9a1726502a52ef4,1977-05-07,hugo7393@outlook.pt,Hugo,R São Vicente 34,5439-664
11,edaff28c8e0f8bc5ad3f061c6bd62485,2845025aed4b13b332d8b4b37eba8182,1963-01-19,giovanna2054@ua.pt,Giovanna,Rua Pero Vaz Caminha 70,6837-443
12,13f771d8746e415e11bbee53f273a367,15e4d4fe2bb5476a465953c22c571d1a,1941-10-24,dulce6409@gmail.com,Dulce,R Alto Paixão 48,3303-482
13,3efc43fa14863147941307bc4a1e40c7,76ff49a929ce5a3c2ab47fe72cfbc02f,1968-07-15,antero3614@sapo.pt,Antero,R Forças Armadas 55,5531-794
14,4bc6b9f23480d250b8e198c21065156c,f1e943fd0fd3632ee55c4577d2429111,1974-11-18,vitoria6800@hotmail.com,Vitoria,R Alto Paixão 48,3303-482
15,f3f5aa8e384b7c7e8209139ce2355014,ef213129eb55addd2329f5b6afd07087,1950-09-15,raimundo7212@hotmail.com,Raimundo,Avenida República 90,7237-611
16,f504f6cd99bac53f68425d658bcb7091,856c913b8f27d9c0e022c1fea9f7867d,1949-01-24,flavia6034@ua.pt,Flavia,R Combatentes G Guerra 82,1471-845
17,004f820ba65e95f8b64f8a52fae54f4e,3cb816e6f2b30bbacff98332322c4c0f,1948-12-21,marco3083@ua.pt,Marco,Rua Jorge Sena 20,8936-676
18,76e31f1efcad60f8b269f027d71c4b89,7f97f07796dd9a497f54fd765a78a431,1969-08-05,giovanna8089@outlook.pt,Giovanna,Rua Caldeirão 52,8948-240
19,5bc101a57e53b876a9a163363f99d386,55ac19f37c7ad4bed1e97eea5455890e,1992-02-23,shrek1355@gmail.com,Shrek,R Parque Gondarim 59,9897-647
20,17b5eb94763b895617ac93be633b0da4,0737efa40aa2764996e648e070d1dd55,1975-08-24,antonia2757@ua.pt,Antonia,R Atalhos 81,7166-842
21,d388c3ddf658525a39419539617a1cff,664c7967d46e899cbfcca805464e3e1d,1977-03-06,antonio3867@hotmail.com,Antonio,R Doutor Alfredo Freitas 47,5609-193
22,b2f12afe295a98657171fc088c4c1f48,2c82f3afb01e45322899b5e1e66f2f54,1960-02-03,giovanna8819@sapo.pt,Giovanna,Rua Viscondessa Andaluz 66,2864-150
23,1ec08891adee95f0b6fdaaa662fd847c,1204faefeee87dd2ceb4fc1d6d7077ef,1980-03-12,vitoria1487@outlook.pt,Vitoria,Avenida Doutor Fernando Gomes 38,6470-951
24,83c6870c541fd470abe9deacf9727ca0,ee778c0ba6f4994ba142fde42c82a454,1960-12-21,jose6478@gmail.com,Jose,Rua José Fernandes Guerreiro 83,1416-416
25,c6229c583b5fab8979bf3c626fb8822e,70c2e9dfa3378fc726737a67e60d8fb0,1997-12-12,aboubakar3551@gmail.com,Aboubakar,R Riamar 17,9630-170
26,b1ecbab69429fd6ce1120d53091eef98,775854bd41b2e0532b3b6ce0af0554f2,1968-09-06,dania4912@sapo.pt,Dania,Rua José Fernandes Guerreiro 83,1416-416
27,02703ae5e4b6d290431db56f0f2002da,349b597e9552b0504a50ef1531c655fa,1955-12-17,rafaela6081@outlook.pt,Rafaela,Rua Jorge Sena 20,8936-676
28,5d1a63cc6721098dcb25b31e8860d90a,c3a9071af16915af57ec657cb94d5dbc,1960-12-15,arcilio6746@gmail.com,Arcilio,R Família Marques 18,4220-737
29,8732086d125b65fe42dd92b39bd8ce1d,766bbe2bd0ed78c223d0958c3e356ecb,1970-10-01,flora7101@outlook.pt,Flora,R Castelo 115,9308-471
30,68a75ee5efd6de42acb15d38fc3db220,9e7c4171bf34a29dc898c20af06691d8,1971-02-07,emanuel600@outlook.pt,Emanuel,Rua Leite Vasconcelos 118,3554-710
31,34dc863754323aec5e8ac8299c73f03e,612da215263cdd50cdf220464b1c4d80,1984-01-10,vitor236@hotmail.com,Vitor,R Poço Lote 44,6190-433
32,174a2b01e1c4608baf21f1bb7ff0e220,4ae16ac6bfb23e24198bf8fbb2f08207,1971-11-05,isilda1999@sapo.pt,Isilda,R Indústria Porta 50,6668-796
33,ebdcdc535205aecafece37fa9851c5ec,98b67bfb0c644e6ae1d6c46c8530c2f2,1975-04-13,antonia3832@hotmail.com,Antonia,R São Domingos 114,4579-587
34,423beaa84a4db31e1554f4f91e3166e5,bf1c21234fbce6fb23c167787c62fc23,1986-04-21,brenda8541@gmail.com,Brenda,R Castelo 115,9308-471
35,9d2254780e1a597742e537fe35b520a3,e56369fdd8781c6bbcf62b3018fca054,1940-12-03,burro5835@outlook.pt,Burro,Avenida Liberdade 113,6101-681
36,e3c5147b0f07d3d66c08fdc6fe23b8ef,6359cb3ada1ea70d72d6466e1e681f84,1966-02-27,vitor2062@outlook.pt,Vitor,Plano Integrado 58,7588-243
37,a9ccc2de60e1e6371b20f028602b5f94,ec41b81acd2a37b0d7618c990f242695,1980-04-13,hernani8839@hotmail.com,Hernani,Rua Viscondessa Andaluz 66,2864-150
38,070d42e2bee91d5973c415177edc55d6,ec5e4ea9e827e8fbd4c440c6c1f8f8dc,1947-11-04,jose4849@outlook.pt,Jose,R São Vicente 34,5439-664
39,a121ce040b96edf3dc42dc580e0eb83a,1dc15744a8a37dc21339184c6ed01d6a,1959-07-16,estefania2856@sapo.pt,Estefania,R Forças Armadas 55,5531-794
40,377c99b35365f02dc7c7cc77c391b48d,b41430f4493af3f6c5cade423fe6dc24,1954-04-09,rui4741@ua.pt,Rui,Avenida República 90,7237-611
41,dbced38b4b6bffe91de53376999075da,5dbcdb9fef406aa4a07db98f40e10b45,1946-06-05,ana2080@sapo.pt,Ana,R Indústria Porta 50,6668-796
42,846c5e122f1d1d67f968b7c628a4184e,fffe0ae3283f63fb1a357f7142f0a9cf,1942-12-01,fatima1822@sapo.pt,Fatima,Quinta Beloura 83,3693-965
43,8248270508007e51beb3bb43eb07c7f1,d302102f2ae7605dcc834fc03f71ce1d,1958-12-01,diogo9200@sapo.pt,Diogo,R Nossa Senhora Graça 15,3670-639
44,215c77c0a0c5e086bc6cf238368a32c5,fa741d5419170f3c0423da15677b074d,1943-01-21,emanuel6179@sapo.pt,Emanuel,Rua Índia 32,9623-388
45,f02dae76601384f3c35e3ea1c3b81962,5d96ffcdac4ea331db46a363c0de57af,1947-09-23,abilio5265@hotmail.com,Abilio,R Damião Góis 118,2051-524
46,f9ceaf714f354cf7b30ae4d5ba7bcd7f,726d2622a2ec44b9db4ae894267a9860,1945-03-27,iris5149@gmail.com,Iris,R 1º Dezembro 95,1668-267
47,a3041d47ee8532b0a93d9cbe6565224d,85e907d4e3b5caa609176cdf36111cb7,1998-11-28,darcio8743@gmail.com,Darcio,R Nossa Senhora Graça 15,3670-639
48,ab1513fe99fadc2a6a6caeb6525c1a13,7bde7414ec1d0bb6db1f7f414c852886,1941-07-08,horacio3856@sapo.pt,Horacio,R São Vicente 34,5439-664
49,fa0041c97427b385de70cda745a92bd5,379c9baf7885f958cc57fd0d9729563b,1991-09-10,cecilia3121@sapo.pt,Cecilia,Avenida Liberdade 113,6101-681
50,c7a353c850b97bf054963522c97b7687,32372e9af68901ed8ac4b98f1460867c,1980-03-29,maria5884@ua.pt,Maria,Rua Pero Vaz Caminha 70,6837-443
51,09753ed1c0c0170d9e87fcf0838cad03,7ba19315ebe7a926276e84d42b428157,1954-07-03,carela8851@ua.pt,Carela,R São Vicente 34,5439-664
52,b144ece5faf4439692064b8a65abd466,21916c936541d7a8aea0d669d28750f1,1997-07-14,americo8925@ua.pt,Americo,R Combatentes G Guerra 82,1471-845
53,4359b2387eabf2e6f023b5b1f613bf38,761f874b8e8c4ecbb157781392a78f4c,1945-02-23,daniel8899@sapo.pt,Daniel,R São Domingos 114,4579-587
54,60a01dbf181c6551f9d03cf5b0fbef50,b98a6324de7c20f9ea443eeb00038c64,1990-03-13,elsa9186@ua.pt,Elsa,R Poço Lote 44,6190-433
55,b2e58133d05c3a4ab8d2b8376807844f,9bb4249841ebc5848eb91ff0df32ba36,1945-10-21,dulce1675@ua.pt,Dulce,Rua Leite Vasconcelos 118,3554-710
56,6f39f8a9948aa09da22c899f95b0a0fb,7d11da5a60b3d489163aa26ba29fa750,1967-09-05,estevao2342@ua.pt,Estevao,R Família Marques 18,4220-737
57,309412fd3ae34bf3168b40fa646a8e9a,2803421d783f8a5f3bb131c5f315e393,1959-08-15,flavio6202@sapo.pt,Flavio,R Comércio Porto 14,9507-718
58,41f47a3093274082df7fa7b66d39981f,1069b57103834b042325f019587286c2,1980-12-13,dania8996@gmail.com,Dania,Rua Loreto 7,1247-507
59,31b0f9d22927c6d249467df3800377b2,4bb3582e9bb3fdd29078369af7db96c5,1987-10-13,carlos3007@outlook.pt,Carlos,R Poço Lote 44,6190-433
60,f5ca8ad796738372d572af32e745cde5,5b7d2b6c6a6aba91e840fd79ca25982e,1988-03-02,arcilio9904@hotmail.com,Arcilio,R Forças Armadas 55,5531-794
61,aec0217316387e81c41e7c6a4f393e3f,eee79d6cf212638084e2b7c5de75146f,1992-04-18,fabia9375@sapo.pt,Fabia,R Riamar 17,9630-170
62,df2098148b8ce5b6e51b14e5c5f70a69,e413484ab5f3eb70527f05a00e5aca61,1975-10-27,abilio6517@hotmail.com,Abilio,R Desidério Bessa 100,2350-242
63,d2f886c2f80dac7f5c4f943fe6a24817,5097c4925bd32df0db3ed2a475a20e38,1972-04-15,horacio2956@ua.pt,Horacio,R São Domingos 114,6344-144
64,1cba7ca3cb50a1627b7ee6676ffdbe8c,cf33a0b0dfb5e8bb3f369fff01f29ecc,1986-08-26,almesinda5105@outlook.pt,Almesinda,Avenida Francelos 65,5946-524
65,1c23293b58e7c02c7cc69f2745f8fb44,c4193f1baa72a99655ffe9de4dfa9738,1958-11-04,carlos3688@sapo.pt,Carlos,Rua Índia 32,9623-388
66,b2728c5193b891858b6f713bdd9f2deb,389726032b2eabe5371d32f5ee5afd2c,1981-12-31,burro6476@outlook.pt,Burro,Avenida Doutor Fernando Gomes 38,6470-951
67,f84c4ffeb3bc9a0ff9c138354509efd9,06f45574558beae04884d00f94229a30,1956-09-06,airton2644@hotmail.com,Airton,Rua Pero Vaz Caminha 70,6837-443
68,62641ee18efa71133a2a40a184bae7cc,5df8d46fceaaa4692546360fa4846465,1990-04-18,darcio9441@hotmail.com,Darcio,R Nossa Senhora Graça 15,3670-639
69,2242183540d619dda4c669b7f2f9a84a,77719ba471388dfbeb1ca11ee0bcfd8d,1946-01-02,arcilio5956@ua.pt,Arcilio,Rua Caldeirão 52,8948-240
70,440f14a7d4bccdd604a4e13bbd4620e2,d507081364abc9e730da2de4b44a5f2d,1973-10-13,andre1740@hotmail.com,Andre,R Alto Paixão 48,3303-482
71,084d8a2ee0465acf39ff4e7fa6cda8ed,910fb1a7fe7cc4c18d9d4d8fe0abcd62,1945-06-07,cristiano674@sapo.pt,Cristiano,R Damião Góis 118,2051-524
72,12ea5b8a7e9fb855f88d3a12a1b69a0d,9c12f14e62e158ed9a2922a4394ac153,1992-10-18,flavia127@outlook.pt,Flavia,R Alto Paixão 48,3303-482
73,c855a18f05d04ee0799e3dfafda0abff,5a495f11e45c8aa01890c20f5b0e742e,1948-11-07,flora2168@gmail.com,Flora,R Costa 89,9779-814
74,ec6922373d574cfcc8b47c587b89a99d,c4352d3db4b49eb3faa92a5a99456798,1945-10-10,claudio449@hotmail.com,Claudio,Plano Integrado 58,7588-243
75,9226731debff23784ac0eef15d9388ec,41a72bf9b224c66d0dc63e1f2edaef4b,1982-08-02,antero5629@hotmail.com,Antero,Rua Pero Vaz Caminha 70,6837-443
76,3ca424a5d671ed3d5a40d79e26dca2b3,5ae75d7360442bf8c25882fb37d044df,1981-03-31,david4442@outlook.pt,David,Rua Jorge Sena 20,8936-676
77,4325591fd2e134ce3a151549c21376de,93fd5a911d5453a4283aab2c7d07bf66,1984-05-06,rui7144@hotmail.com,Rui,Avenida José Costa Mealha 115,1173-495
78,4ec1126eb377e9ead43cb812ace21f42,67c9e50bcb3979973d348266879fb762,1946-04-22,graca8512@sapo.pt,Graca,Rua José Fernandes Guerreiro 83,1416-416
79,d7b0950c397ab07296b009ee43618da8,0612c64de2b66342a229240bdd795755,1981-12-21,catarina7877@outlook.pt,Catarina,Travessa Pombal 78,6789-378
80,28dbc62afe76af32d9ea55cce31739e2,00aa7131fe1b91adc3e85a6b9f9e4a0b,1971-06-03,leila9168@outlook.pt,Leila,R Riamar 17,9630-170
81,8ff09b4cecd0574ba12e5d9cadbbabfa,f90262342a563825b06e4bd6d5b78289,1979-02-15,catarina5545@sapo.pt,Catarina,Rua Heróis Ultramar 82,2792-115
82,a9687779aadb494b64c243caf218787c,91285a1ca2f13ea05ab41f5edfd40d7f,1968-06-10,carlos6153@gmail.com,Carlos,R Casal Borga 90,7344-384
83,6ac374c9691ba3bb55eebc5cdc3a0041,feb6159f1eac2b6085b1874053e379a5,1991-06-02,rute5928@ua.pt,Rute,Rua Caldeirão 52,8948-240
84,11f5dc4fdd9294256ca247ec841b5f2b,73e3ac7b9fff9e62d4b93cc1a86ef9a3,1957-06-18,marlene7289@outlook.pt,Marlene,Rua Caldeirão 52,8948-240
85,0edc6a19d38d67f4e8c031c49ac1feaa,c824d200d0027f5f02feab0e8e4c8a5f,1996-11-15,airton9858@outlook.pt,Airton,Avenida Francelos 65,5946-524
86,c787fb2e1137e932d7a551f2416636fc,1cb014e17fdd4879ff800cf0185eaede,1970-02-03,vitor7672@hotmail.com,Vitor,Rua Jorge Sena 20,8936-676
87,1b5966347287983dfa168a1131ff2106,4dcdd9d2fdfd454ac5d754fa428c97fa,1980-06-29,ema9511@gmail.com,Ema,Avenida Doutor Fernando Gomes 38,6470-951
88,6210b0e0a9df13f90a8eba169291df66,53c3dccd1623626d46fcab8ef778113a,1940-06-20,horacio7108@gmail.com,Horacio,Rua Comandante Henrique Brito 96,4824-609
89,2c53a34db3de9eb03324a155f05f12a1,6d2fe3cfa23f4784132f3fde0d49f2a9,1952-12-07,rui9608@outlook.pt,Rui,Rua Heróis Ultramar 82,2792-115
90,0b8b8f195edde26045aa17127a80bb8c,36c5227f73eeff06eb9408780ef2d923,1940-03-14,iris6986@sapo.pt,Iris,R Combatentes G Guerra 82,1471-845
91,924e1b5f338c4bd6e30c177e59b32351,67906384df792a22873bef099a34f905,1981-12-07,manuel6616@gmail.com,Manuel,R Atalhos 81,7166-842
92,0b712f72cd1521137a5d16048cf2eafe,65c970a4514597293cd22f7a756cfd38,1976-03-24,rui8920@outlook.pt,Rui,R Outeirô 57,9470-127
93,251f93ef267cd1e75cef3328eb37ed8c,494c6f3b8ad7fd22842389e0f08a1e97,1990-04-06,fabia4172@sapo.pt,Fabia,R São Vicente 105,2023-819
